617568,0.0616,15,-3,6
1621073,0.1017,28,-1,7
1814146,0.0517,20,-2,7
755554,0.0498,14,-1,6
686884,0.0522,26,-1,7
1335824,0.0656,17,-1,7
692790,0.0599,11,-3,4
718498,0.0474,14,-1,6
1739276,0.1162,16,-2,6
1391814,0.0602,24,-1,5
2068937,0.0367,26,-3,5
2167408,0.107,26,-1,6
1316625,0.0521,20,-1,6
797071,0.1181,13,-2,5
2135277,0.1214,25,-3,4
1945662,0.1157,26,-3,5
838405,0.1197,21,-3,7
1938527,0.0385,18,-1,7
2222127,0.061,24,-2,5
2029345,0.035,26,-3,6
615980,0.07,7,-3,4
1155284,0.0799,6,-3,6
781962,0.0423,29,-2,3
950503,0.1319,19,-2,7
2269246,0.0997,18,-2,4
1167337,0.0767,11,-1,6
650286,0.0311,9,-2,7
1686320,0.1241,20,-2,5
1063174,0.111,8,-2,7
1086237,0.0688,10,-3,5
1228701,0.1016,6,-3,4
2433106,0.053,11,-2,3
2255882,0.0682,24,-1,6
1899423,0.1225,14,-2,4
774165,0.0308,11,-2,5
1604670,0.1144,26,-3,5
779806,0.0862,27,-3,3
1937367,0.0861,30,-2,5
2469788,0.1182,22,-1,3
1865927,0.1151,10,-1,5
859483,0.1415,21,-1,7
1401975,0.0823,18,-3,5
2379426,0.0323,9,-3,7
669544,0.1186,6,-3,7
1758858,0.0934,10,-3,5
1715613,0.0336,16,-3,7
1790246,0.0538,27,-2,5
1055750,0.0911,20,-1,5
1477938,0.0304,20,-1,6
2190133,0.1243,21,-3,4
1907205,0.1298,17,-2,7
1558507,0.0937,21,-2,3
1262974,0.1116,5,-1,6
2041867,0.0444,5,-2,5
2331322,0.074,24,-2,6
2055314,0.0521,9,-1,6
1964344,0.0767,27,-1,7
744283,0.092,22,-3,5
2307577,0.1342,29,-3,7
1757627,0.0771,12,-3,6
1073949,0.1102,9,-2,7
1980626,0.0899,27,-3,6
786983,0.0867,24,-3,3
846011,0.1426,18,-3,6
1540552,0.0363,25,-3,6
1989522,0.0917,26,-2,4
1049955,0.0347,6,-3,6
752866,0.069,24,-1,3
1352623,0.1246,25,-1,6
1508516,0.056,13,-3,5
1919357,0.0346,15,-1,7
985085,0.1212,17,-1,5
789915,0.086,6,-1,3
858357,0.1068,13,-3,3
2432715,0.1105,8,-2,5
1610389,0.0553,19,-1,5
1527892,0.0822,24,-2,4
849441,0.0773,26,-3,4
763611,0.1478,5,-2,5
1325003,0.1409,21,-3,4
1953085,0.1438,21,-2,3
2126373,0.078,5,-3,3
2075801,0.1304,15,-3,7
2081368,0.1395,26,-3,5
2119063,0.132,19,-1,4
1590580,0.1267,6,-3,7
2113349,0.0595,19,-1,3
1009575,0.1413,22,-3,5
1147420,0.054,25,-1,3
2025327,0.122,24,-2,3
1553816,0.1482,19,-2,6
694753,0.1317,13,-3,5
957748,0.1201,18,-2,7
2449917,0.0349,10,-3,6
845718,0.1283,25,-3,4
583906,0.0626,24,-2,4
1049158,0.148,17,-1,7
820976,0.1173,12,-1,7
2297382,0.1176,14,-2,6
1749285,0.074,10,-2,3
1476227,0.0627,17,-3,6
680328,0.1366,27,-1,7
1715277,0.0413,12,-1,3
1250331,0.1129,22,-1,3
1092132,0.0563,16,-3,4
647619,0.1108,24,-3,6
773280,0.1347,7,-1,4
1414296,0.0743,24,-1,3
504036,0.1197,5,-1,6
1039927,0.0601,18,-3,6
1787204,0.08,7,-2,5
939846,0.068,23,-3,6
1319649,0.0901,11,-2,5
837418,0.0787,13,-1,7
1666151,0.1034,9,-3,3
1894905,0.0808,8,-2,4
1275532,0.1499,6,-1,6
1825647,0.1283,27,-1,3
1090916,0.0969,8,-3,6
2306044,0.0378,26,-2,5
963660,0.1454,25,-2,3
2111073,0.1074,18,-1,6
1886258,0.0671,27,-1,5
1652545,0.0589,22,-1,7
2074765,0.1217,27,-3,6
1855344,0.102,28,-1,5
1114933,0.1226,25,-2,7
1870155,0.101,24,-2,5
888831,0.1016,28,-3,4
1688651,0.1351,27,-1,5
2061728,0.1092,24,-2,7
2221830,0.093,27,-3,4
1619136,0.0514,26,-1,3
1477983,0.1267,12,-2,5
2312194,0.0611,15,-3,3
2368884,0.1379,20,-2,4
1205865,0.1476,10,-3,5
1869261,0.1206,15,-1,5
1984322,0.0399,22,-2,3
1744171,0.0482,21,-3,7
1346687,0.0579,11,-1,5
1090294,0.0428,17,-2,5
2444305,0.0731,27,-2,5
1016607,0.1344,24,-2,6
650634,0.0323,23,-3,5
1794594,0.1364,20,-3,6
1009612,0.1322,30,-1,6
998673,0.1159,15,-1,4
2367873,0.088,11,-2,6
1570064,0.1447,24,-1,5
2111188,0.1375,30,-1,6
2275289,0.0786,23,-2,3
696985,0.0615,26,-2,3
1781275,0.0902,6,-1,4
1289246,0.1019,25,-3,6
519360,0.0809,5,-1,6
1006710,0.0382,11,-2,6
1498306,0.041,26,-1,6
799185,0.0403,8,-2,5
1439665,0.096,8,-3,7
1611243,0.0356,30,-3,7
2204030,0.0951,27,-3,3
2499362,0.0837,24,-2,3
1834702,0.1402,30,-3,3
1192103,0.1086,7,-1,4
1667222,0.1037,14,-3,5
873056,0.1214,21,-1,4
1250436,0.1296,20,-3,3
1290811,0.1476,13,-1,4
2140815,0.1358,22,-3,6
2006481,0.1448,17,-1,6
1206845,0.1306,18,-3,6
947697,0.1464,9,-3,6
1634308,0.0699,17,-2,3
948943,0.0422,12,-1,5
2018976,0.0466,10,-3,3
1435545,0.0903,24,-3,6
2008362,0.0521,9,-3,6
1827096,0.1173,7,-1,6
2329888,0.1052,18,-2,4
2458550,0.0728,9,-1,3
649001,0.1159,20,-3,4
2210147,0.1012,27,-1,6
2451526,0.0576,28,-3,6
1772843,0.07,16,-1,5
1897461,0.0335,6,-3,4
1391553,0.0625,27,-3,6
1367598,0.0954,17,-3,3
889831,0.032,11,-1,4
823811,0.0801,17,-2,3
1054515,0.0744,11,-2,4
1202254,0.038,22,-3,6
2128856,0.1096,23,-1,7
2412734,0.1357,20,-2,3
1005671,0.0725,6,-3,6
743821,0.1305,15,-1,4
1886275,0.0644,5,-1,6
1694906,0.0846,18,-1,5
946322,0.0453,13,-3,3
905480,0.0628,22,-2,6
815732,0.0669,25,-3,6
877941,0.0741,15,-1,5
1864285,0.0432,27,-1,5
1715391,0.0703,19,-3,6
933557,0.1036,30,-1,4
2033177,0.1121,23,-1,4
2188363,0.107,7,-1,5
1003157,0.0838,29,-2,3
1057488,0.1042,28,-2,5
1890390,0.1459,13,-1,6
753551,0.0745,10,-1,7
1054741,0.0484,9,-1,3
1444541,0.0553,23,-2,6
1714707,0.1281,9,-3,6
1085107,0.0725,29,-2,3
880196,0.0993,12,-3,4
1182952,0.1361,12,-3,6
2151020,0.1383,13,-2,6
1819639,0.1412,7,-3,4
1700188,0.1067,6,-3,6
901501,0.133,24,-1,6
2190729,0.0308,21,-3,4
1322933,0.1329,9,-1,6
2142354,0.1293,15,-1,5
1214152,0.1046,15,-1,6
761656,0.1094,7,-2,6
787543,0.0411,20,-2,5
824175,0.0499,18,-1,4
1398809,0.1277,23,-3,6
520733,0.0666,9,-2,7
1211516,0.1024,10,-3,5
1614723,0.0817,27,-3,5
570826,0.055,23,-3,7
2158966,0.1407,17,-3,3
734643,0.1424,8,-2,6
1737039,0.0996,28,-1,4
1315131,0.1054,11,-1,5
2220230,0.1128,15,-1,4
1103981,0.0398,30,-3,4
1926834,0.1463,14,-2,6
1435471,0.1206,23,-3,5
933088,0.0811,7,-2,6
662279,0.0493,23,-1,6
608323,0.1203,23,-2,4
751329,0.1093,6,-2,7
544416,0.091,15,-1,4
612250,0.1389,14,-3,3
1870675,0.0791,23,-1,3
2258266,0.1197,22,-1,3
1087630,0.0459,8,-2,4
1087835,0.0776,21,-3,6
601761,0.1495,19,-3,4
1385498,0.1466,28,-3,4
1456450,0.0372,30,-3,7
1306104,0.0514,30,-3,6
519445,0.0724,26,-2,5
1000644,0.1137,20,-2,5
2230961,0.1169,28,-3,4
1906725,0.0313,8,-2,3
1376862,0.0947,21,-2,7
810574,0.0867,23,-3,6
712189,0.1182,23,-1,4
2290092,0.1164,10,-2,5
1086052,0.0543,25,-3,3
646864,0.1301,30,-2,6
2284514,0.1374,26,-1,6
1415398,0.127,10,-3,4
747922,0.0753,30,-3,6
1777632,0.0335,8,-3,7
641725,0.0585,17,-3,7
2067777,0.1231,24,-3,6
533433,0.0727,30,-1,4
584940,0.1265,18,-1,3
2296621,0.0696,23,-3,3
1486002,0.096,5,-3,6
1963008,0.0773,27,-3,7
872610,0.133,18,-3,3
1864858,0.0477,30,-2,7
2014763,0.11,9,-1,4
2444408,0.0557,16,-3,6
2001574,0.0841,10,-3,5
1529305,0.1438,23,-3,5
2484613,0.107,21,-2,5
1214890,0.0586,9,-3,3
2082346,0.1432,20,-1,4
1586967,0.0728,22,-3,5
2192837,0.0767,13,-2,6
729134,0.0447,29,-1,3
1374141,0.0826,7,-1,4
793499,0.0656,20,-1,5
1323523,0.1412,25,-2,3
1091515,0.0852,8,-2,5
749296,0.1344,23,-2,6
1695858,0.0364,21,-3,3
2354412,0.149,18,-3,4
2162301,0.0434,23,-1,5
1651200,0.1085,5,-2,4
1908254,0.1115,22,-3,5
1090415,0.0981,6,-2,6
1712086,0.0476,23,-3,5
588728,0.1156,24,-3,5
1964882,0.0519,29,-3,7
2111781,0.1213,10,-2,4
1321103,0.1054,25,-1,4
1860142,0.1347,13,-2,3
1204256,0.0439,22,-1,6
2212023,0.0534,16,-2,3
899888,0.1185,29,-2,4
931878,0.0785,25,-1,4
1292851,0.1394,14,-3,3
615729,0.1245,10,-1,4
1091129,0.0468,17,-2,4
589320,0.1009,28,-1,5
1368278,0.0814,29,-1,4
1433006,0.0901,5,-3,6
891688,0.1103,20,-2,3
925029,0.1345,23,-3,5
650287,0.0542,10,-2,6
817373,0.0309,30,-2,3
2294359,0.0902,27,-2,5
534448,0.0922,24,-1,3
1461440,0.0639,16,-2,7
1449793,0.0997,22,-2,6
1529008,0.1221,13,-1,4
2041259,0.0975,11,-3,4
2134612,0.0314,15,-1,6
1682627,0.1416,6,-1,7
1842203,0.0332,28,-3,6
1522611,0.0841,12,-3,7
2049050,0.0843,24,-1,7
1401542,0.1246,14,-2,4
1843835,0.0507,6,-2,3
1706920,0.1278,29,-2,3
2051655,0.043,8,-3,4
1977147,0.1283,18,-3,3
715864,0.125,11,-2,6
2295592,0.0857,19,-2,5
1110106,0.1186,30,-3,5
878580,0.1069,14,-2,4
2278319,0.1459,23,-3,7
1824492,0.0351,24,-1,5
689178,0.0501,5,-1,7
1282153,0.0439,9,-2,6
1403083,0.1415,23,-1,6
1606107,0.072,6,-2,6
2000699,0.0855,28,-1,6
1322373,0.0762,10,-2,7
1573316,0.1037,26,-3,6
556395,0.1163,20,-1,7
2499409,0.054,20,-1,4
1776424,0.1453,26,-1,5
2308904,0.1483,21,-3,6
1489920,0.0582,7,-2,4
616000,0.0883,9,-2,5
939415,0.1402,26,-1,7
1804093,0.1239,29,-3,5
1777879,0.0897,17,-1,7
2114036,0.1367,26,-3,6
863504,0.058,19,-2,7
1165383,0.0671,20,-2,4
1586032,0.0781,23,-1,6
937709,0.1328,11,-3,4
1851522,0.0743,24,-3,6
1700125,0.0581,22,-2,3
1680704,0.1448,19,-3,6
1866710,0.0898,14,-1,4
1783135,0.1492,8,-1,4
2175116,0.1188,6,-1,3
738210,0.0978,12,-2,6
883252,0.0398,23,-1,5
1844569,0.1473,8,-3,3
1397112,0.043,13,-1,4
1356937,0.1072,10,-2,6
2122029,0.0772,10,-2,7
1780525,0.1392,12,-2,5
2382828,0.1378,21,-2,6
1463900,0.106,16,-2,4
1391409,0.1181,17,-3,5
1146600,0.078,10,-1,6
1068304,0.0874,15,-2,4
1799118,0.0959,9,-2,4
1844426,0.0602,10,-3,6
2048807,0.0584,11,-3,4
1302672,0.1084,21,-3,6
649478,0.0524,6,-3,5
1518978,0.1485,29,-2,7
815643,0.0976,11,-1,4
1451119,0.1215,15,-3,5
1781011,0.039,6,-2,5
2219840,0.0706,12,-2,6
637255,0.0561,27,-2,5
2468483,0.1427,6,-2,3
1058440,0.1409,15,-1,3
1795007,0.1386,13,-2,5
1592858,0.0782,30,-1,4
947177,0.1403,11,-2,5
2477137,0.1199,17,-1,5
618422,0.0404,14,-3,3
2375477,0.1101,30,-2,7
762041,0.1257,23,-2,6
2242679,0.0417,14,-1,4
2124225,0.0917,26,-2,3
2303766,0.0552,24,-3,5
1131959,0.0722,14,-1,5
1526209,0.1265,12,-2,6
2440035,0.0809,22,-2,6
879627,0.0402,26,-1,3
1303321,0.112,18,-3,7
1834342,0.057,27,-1,6
2070179,0.1113,17,-3,7
530168,0.0742,20,-1,7
2311810,0.093,23,-3,4
1993883,0.1263,17,-3,6
1618293,0.0926,16,-2,7
2174901,0.0392,7,-1,6
2100925,0.1264,28,-2,6
572011,0.0843,5,-1,7
2134852,0.0832,16,-1,4
2417323,0.1083,26,-2,6
2488033,0.088,5,-2,3
1157179,0.1413,5,-3,5
1358158,0.0732,27,-2,7
1586573,0.0526,25,-2,7
1891577,0.1221,16,-1,7
2440556,0.0378,21,-3,7
1492014,0.0679,8,-3,7
2263033,0.0933,14,-2,7
1598016,0.1153,14,-1,5
2477315,0.0485,18,-1,4
1681728,0.1219,18,-1,4
530238,0.1135,18,-2,7
896911,0.0983,17,-3,6
1703496,0.0625,25,-2,7
1481535,0.0894,30,-2,3
1299632,0.0871,6,-3,7
1954339,0.1496,20,-2,7
789348,0.068,26,-3,5
2365581,0.042,28,-2,4
575297,0.1001,17,-1,5
1454499,0.0651,16,-3,3
1351861,0.0721,11,-1,3
1954540,0.0984,28,-1,3
643575,0.1416,23,-1,7
1812263,0.0901,30,-2,4
890504,0.0977,12,-1,7
869544,0.0383,10,-2,4
881212,0.0568,17,-2,3
1464812,0.1074,17,-2,7
962248,0.0413,12,-2,5
1624833,0.0498,11,-3,4
1560983,0.1118,12,-3,5
582620,0.0346,18,-1,3
605084,0.1189,6,-1,6
2441533,0.0532,12,-2,7
1515116,0.0896,26,-3,5
2339480,0.1454,8,-3,4
1410438,0.1482,23,-2,7
1359039,0.1285,9,-1,7
1524227,0.112,26,-3,7
2245587,0.0783,29,-3,4
800757,0.0434,21,-3,3
1027344,0.0344,7,-2,4
1718849,0.1452,28,-2,3
1309240,0.0454,16,-1,3
1088352,0.0336,17,-2,3
2166066,0.0667,18,-3,4
2440176,0.1411,16,-1,3
1486698,0.0649,24,-1,5
641321,0.0816,5,-3,4
1113265,0.1135,23,-1,4
609520,0.1309,20,-1,5
709859,0.1227,16,-3,5
721761,0.0429,18,-3,7
1281483,0.0544,5,-3,7
812249,0.0514,24,-3,7
2164020,0.0496,16,-3,4
774828,0.106,16,-3,6
2002064,0.0968,25,-2,5
1057554,0.11,18,-2,3
1527398,0.0607,26,-2,7
1480113,0.0877,16,-1,5
1394012,0.0943,7,-3,7
1840916,0.1028,8,-3,4
1981690,0.1258,9,-3,4
860489,0.1472,9,-2,3
1217601,0.093,22,-2,5
1941236,0.1484,20,-1,6
1384954,0.0858,23,-3,7
2365454,0.0579,8,-3,7
2432874,0.0478,16,-1,5
1261672,0.1388,9,-1,7
1711399,0.0706,21,-2,6
2310214,0.0897,30,-1,5
1106409,0.1144,11,-1,5
2186112,0.0966,23,-2,5
878019,0.0955,12,-3,6
2169263,0.1282,17,-1,3
1912643,0.096,29,-2,3
1003702,0.0448,20,-2,6
646697,0.0528,16,-3,6
1425002,0.117,11,-1,4
1515542,0.0327,25,-2,3
1029260,0.123,29,-1,5
2287898,0.0997,26,-1,5
570927,0.1487,6,-3,7
969449,0.0787,9,-2,5
526314,0.0344,21,-2,7
889191,0.1138,23,-2,6
1015028,0.0863,10,-1,3
1125390,0.039,17,-1,7
1258431,0.0614,10,-1,6
1043716,0.0919,15,-3,6
1600671,0.0403,16,-2,4
1479450,0.1157,21,-2,7
601505,0.0369,16,-1,6
2372686,0.0733,21,-1,5
806434,0.0411,10,-1,7
1963104,0.1414,15,-3,3
1136773,0.1063,24,-3,3
1410056,0.1326,7,-2,6
2305865,0.0964,26,-2,5
943553,0.1482,14,-3,6
566926,0.1148,26,-3,4
1261017,0.1351,28,-1,3
2236675,0.136,7,-1,5
1336819,0.0934,19,-1,5
893622,0.0552,23,-3,4
974481,0.0779,10,-1,6
2370527,0.1102,18,-2,5
2439618,0.0824,12,-1,5
1737893,0.0519,30,-1,6
1498419,0.0591,5,-2,6
507075,0.0883,28,-2,7
1369411,0.134,27,-1,4
2422519,0.0994,23,-1,3
1832637,0.0358,23,-3,6
1558092,0.0703,26,-1,5
1989352,0.1266,19,-1,7
1781132,0.0986,25,-2,6
1797577,0.1445,10,-2,5
1047038,0.0348,25,-1,7
1419728,0.0805,17,-2,7
2402830,0.1152,16,-2,7
1883260,0.1024,21,-2,6
792740,0.05,24,-2,3
1887694,0.0632,23,-2,7
872938,0.0823,15,-2,4
2011907,0.0824,23,-3,5
1509646,0.1413,9,-3,4
1544455,0.0482,17,-3,7
1086284,0.1333,22,-2,5
2175908,0.0952,30,-2,5
1360530,0.035,27,-3,5
1014584,0.1015,23,-3,3
1187645,0.0672,27,-2,6
1205878,0.0766,15,-3,5
681896,0.1247,23,-1,7
1327049,0.0812,7,-1,5
1474932,0.1289,6,-1,5
1736619,0.0911,14,-3,5
1842033,0.059,12,-3,5
1896223,0.062,6,-2,3
2412068,0.0498,18,-3,4
546450,0.1198,7,-1,4
2223553,0.0606,8,-3,7
1623135,0.031,5,-2,5
1555542,0.1311,25,-3,5
1192304,0.0931,12,-3,7
778166,0.0509,14,-2,5
757643,0.0713,6,-2,3
1556946,0.0301,10,-1,6
1568912,0.0509,22,-1,6
1229960,0.0484,20,-2,4
1308244,0.0995,7,-1,5
2177892,0.059,27,-2,3
2085956,0.1464,24,-2,3
1970730,0.0847,26,-1,7
2255271,0.1355,16,-3,4
713126,0.041,16,-1,3
2201210,0.1394,25,-3,3
679575,0.1082,27,-3,4
530516,0.1055,22,-3,6
2320830,0.071,24,-2,4
1148295,0.0473,23,-1,7
2291745,0.0887,28,-3,4
1749336,0.0565,6,-3,4
2006564,0.0425,12,-3,3
898079,0.0982,25,-3,7
1020444,0.1334,28,-2,6
863955,0.0866,18,-1,7
1900745,0.0576,19,-2,7
1756513,0.114,16,-3,4
1416025,0.0723,22,-1,4
1356835,0.05,6,-3,7
534500,0.1274,7,-2,5
1607667,0.111,18,-2,3
881914,0.0637,17,-2,3
1216198,0.1183,27,-1,6
1432577,0.1295,9,-3,6
551033,0.075,6,-3,4
991171,0.0424,11,-3,5
1170417,0.1279,20,-3,4
1978303,0.1426,18,-2,4
1613192,0.1368,7,-3,5
2009137,0.1495,7,-2,4
774817,0.0555,8,-1,4
975041,0.064,25,-1,6
770946,0.0344,21,-1,7
1896998,0.124,27,-1,3
2192738,0.0989,29,-3,6
1562281,0.1072,8,-3,3
1982858,0.0377,27,-2,7
2414741,0.1118,15,-3,6
548756,0.0929,25,-1,3
1468102,0.0421,25,-2,7
1141171,0.0886,13,-2,5
555081,0.1066,20,-3,5
1821746,0.124,26,-3,7
1200153,0.0657,6,-2,7
1933490,0.0957,18,-3,6
2172889,0.136,15,-3,6
2092061,0.0351,13,-1,3
1160215,0.0761,30,-3,7
521325,0.0568,19,-3,5
1078980,0.0491,5,-1,6
2494703,0.0501,18,-2,6
1930328,0.0599,18,-3,7
1636386,0.1199,10,-3,3
2144985,0.1262,25,-2,6
960196,0.0549,28,-3,7
869197,0.1135,27,-1,5
959849,0.1471,17,-2,4
1961730,0.0441,20,-3,6
2174691,0.0304,29,-3,3
1222842,0.0387,16,-2,7
1754475,0.0628,9,-2,3
1214982,0.06,24,-2,6
2358764,0.1441,25,-1,3
1807158,0.1435,21,-1,3
2326783,0.1237,16,-2,6
1784208,0.1376,12,-3,5
2305892,0.0668,16,-1,5
2306284,0.0987,29,-3,5
1520498,0.0614,15,-1,3
1630316,0.0892,17,-2,3
1540284,0.0725,29,-1,7
1097612,0.1074,18,-2,3
690383,0.0935,24,-1,6
1813965,0.031,19,-2,4
1169812,0.138,6,-1,3
567595,0.0395,24,-1,3
1443250,0.0866,27,-3,7
1955471,0.0638,27,-3,7
1228432,0.1358,21,-3,4
1760565,0.105,13,-3,3
831998,0.0871,12,-1,6
2398691,0.1241,26,-3,4
555103,0.0305,26,-3,5
1052259,0.0521,20,-2,3
1754971,0.0444,26,-3,6
1562782,0.0325,11,-1,7
1092122,0.0753,20,-3,7
2315865,0.072,9,-1,3
777416,0.0393,11,-3,4
879569,0.1196,28,-2,7
2009061,0.1035,9,-1,3
527921,0.1084,20,-1,3
783752,0.1184,26,-1,6
1378547,0.0354,10,-1,6
869426,0.1409,25,-1,5
980411,0.1197,5,-3,7
2022406,0.0839,6,-3,6
2285749,0.1492,22,-1,3
2455232,0.0487,22,-2,6
2152740,0.1338,13,-2,6
2114000,0.0632,12,-3,4
1533025,0.0624,23,-1,4
852701,0.1266,23,-2,3
1405312,0.0309,5,-3,4
1725490,0.0884,18,-3,6
2394418,0.0834,28,-3,5
1425640,0.0795,25,-2,4
1746363,0.0963,13,-3,5
1721392,0.0516,28,-2,7
975930,0.0447,27,-2,5
730685,0.0452,30,-3,3
571482,0.0338,10,-3,4
1716904,0.0997,6,-3,4
607047,0.1053,19,-1,3
713243,0.1291,25,-1,6
1193033,0.1154,20,-3,5
1462779,0.045,21,-2,7
654578,0.0811,29,-3,7
2414068,0.1455,26,-3,4
758605,0.0409,15,-3,5
2380058,0.0879,13,-1,7
2430694,0.1067,21,-2,7
1549421,0.1428,9,-2,6
2400258,0.1497,15,-1,6
932250,0.0612,28,-3,6
1114790,0.0351,10,-3,4
1608101,0.132,6,-2,7
611726,0.0991,11,-3,7
1147827,0.1062,12,-3,5
2292739,0.1128,5,-2,4
1320042,0.0812,9,-3,6
2395464,0.0367,10,-3,6
2173991,0.0855,13,-2,7
924398,0.12,8,-1,6
2451577,0.0412,10,-1,3
911286,0.131,21,-2,7
2150543,0.0921,8,-2,4
1198157,0.1179,25,-1,6
1812282,0.1187,14,-1,7
771180,0.1021,30,-2,7
1483617,0.0371,13,-3,3
2201608,0.1377,13,-2,6
1492183,0.053,21,-3,4
857821,0.0744,8,-3,5
902521,0.1268,23,-1,3
654604,0.0526,9,-1,4
2156156,0.138,26,-2,3
754938,0.0322,14,-1,5
747126,0.0928,9,-2,5
2415711,0.1257,25,-2,7
